0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
3.3717478e-07,10.589202,11.25415,10.658969,12.115171,11.752352,10.13745,8.404933,10.734839,12.785801,12.322245,11.5665245,10.38185,11.124158,11.918318,10.302369,11.346855,13.352842,12.456906,11.383635,12.321066,10.733196,10.401938,11.0508795,12.312387,9.1127405,11.829367,10.007611,11.627369,12.115335,12.189363,9.979508,13.281936,12.50674,11.60356,11.536233,13.7189245,11.887197,11.281395,11.210845,13.502621,11.288946,10.494155,12.92568,11.168221,10.746742,12.629251,14.444801,12.174333,11.160179,10.764555,12.425135,11.718934,12.148552,12.305503,11.609467,11.003433,13.923543,13.483088,11.054149,10.735215,10.122556,12.421078,11.537167,13.126199,12.988737,10.049775,12.657331,13.250717,13.295547,12.8984165,11.773672,13.282018,12.619924,13.319094,13.75647,11.987861,13.035928,10.478451,13.529482,13.018576,12.363884,10.099537,11.761752,13.1381035,13.140204,12.223904,11.144152,11.917623,12.398172,13.121558,12.060004,11.529906,12.722041,13.003431,12.8833275,14.36603,12.066128,12.5897665,11.656701,12.676477,14.19017,13.06844,12.82655,13.125394,12.700161,12.709645,14.976059,13.576453,12.612675,13.858792,13.612094,12.918352
10.589202,0.0,11.857943,10.641795,12.329217,13.88077,12.250514,10.247891,8.844781,13.979803,13.541052,8.45496,9.537515,9.53091,13.045247,11.5045,13.414609,13.771616,13.203722,13.0680685,13.296516,10.724903,11.328224,12.750302,13.031059,11.548703,12.77828,12.126109,10.354641,13.197061,13.366591,12.215991,13.779032,12.878713,12.356301,13.182295,14.237742,13.008928,12.059113,12.540589,14.181997,12.605869,11.992515,13.509272,12.684684,10.873508,14.251758,14.741503,13.582854,11.905193,12.487622,13.465394,13.168287,13.846238,13.151033,12.423136,12.582505,14.502844,14.1145,11.473615,11.394821,13.310047,12.941173,13.041309,14.60451,14.226929,11.47107,13.047962,14.235285,13.703745,13.882839,13.694103,13.575205,13.408165,13.806417,14.348513,14.504375,13.326456,11.02368,14.192676,13.993573,12.589516,12.626111,13.1675,14.310055,14.238746,13.40583,13.064539,13.162893,14.569725,14.240119,13.193328,13.642937,14.1486635,13.921727,13.759706,14.626966,13.981354,13.724662,13.640193,13.251798,14.358602,14.151403,13.748879,13.974685,14.086383,13.620048,15.15416,14.542064,12.741668,14.389618,14.514455,14.850209
11.25415,11.857943,0.0,8.36366,8.964847,11.973377,11.997871,11.087513,10.190625,11.599695,11.411918,13.1403265,9.921156,10.317462,11.041806,10.424867,12.013164,10.664422,12.774972,11.162466,10.788247,10.31215,10.587646,11.545104,11.844621,11.957823,11.594769,12.030928,11.453759,12.726851,11.989916,11.1313095,13.398985,13.123314,10.717986,11.459856,12.545567,12.560148,11.097336,13.196534,13.782907,12.869151,11.447558,12.5563965,12.422514,11.244569,15.039603,13.5854225,14.198054,12.871439,11.957636,12.872053,13.470665,13.203743,12.904409,11.249756,12.09999,15.169659,15.128329,12.372624,12.668656,13.041861,11.656493,11.807693,13.916957,13.714188,12.126839,13.897696,13.044127,13.148383,14.145139,14.096334,13.640235,13.668956,13.698921,14.114772,14.6512985,12.931424,8.9029045,13.107187,13.990926,13.53745,13.668451,13.193376,12.906261,13.100116,14.614463,12.628808,12.495296,14.398962,12.398475,13.247677,13.460681,14.738514,14.796706,11.71584,16.123146,14.018175,13.28676,12.771627,14.722221,13.211417,14.911315,12.61737,14.8988285,14.455583,14.916308,16.274933,13.827327,13.865155,14.554412,12.654899,13.950846
10.658969,10.641795,8.36366,0.0,9.832135,12.889061,11.800943,7.5877886,7.790566,13.899945,11.896129,13.420332,9.311337,8.173,10.584721,9.124179,12.25097,10.280442,11.698137,10.882974,9.84814,7.987411,10.73439,11.805969,10.954561,11.08165,10.932607,11.429217,8.999786,11.998023,11.920985,11.284246,13.21646,12.557257,9.404065,12.04139,11.80685,12.028745,9.665359,13.595951,12.765941,12.03103,10.478428,11.11838,11.28506,8.960139,15.81675,12.554498,15.321643,12.8448515,13.4671,11.969185,12.879502,12.721437,11.766176,10.371613,11.835488,16.287012,15.613086,10.193912,10.312276,11.957316,10.682719,11.055569,12.636573,12.501076,8.768985,12.218971,12.791013,12.4378,14.261162,14.37177,12.393708,12.573598,12.39212,13.281276,14.509451,11.292454,8.43223,11.797191,14.092607,10.42078,13.095506,12.143368,12.479388,12.235432,14.145126,12.149806,12.225664,13.680318,13.188038,12.513909,12.7912035,15.33484,15.15594,11.689375,16.456793,14.687981,12.67007,12.664633,13.493972,13.543813,15.344575,11.968344,14.555132,14.272826,14.37897,16.240917,13.243229,12.919925,14.445837,12.556644,13.845631
12.115171,12.329217,8.964847,9.832135,0.0,11.776342,12.088765,11.907713,10.892773,12.328664,11.23462,14.018375,10.561935,10.873474,11.701703,11.117349,12.1822405,11.725267,13.229293,11.225224,11.287719,11.635868,12.521052,12.339907,11.778637,12.523175,11.1923065,12.168792,11.803058,12.990637,12.071519,10.797179,12.700859,13.091466,11.971529,11.703115,13.232637,12.25159,11.863089,13.0404215,13.593692,12.847854,11.610936,12.952695,12.008948,11.963154,14.993621,13.677325,14.661895,13.45766,12.828838,12.430864,13.422311,12.782183,12.221053,11.821572,12.145165,15.83885,15.069554,13.232701,13.037159,13.052977,12.021839,11.97999,13.454629,13.830903,12.961179,14.610696,12.571556,12.828878,13.980963,13.985486,13.271111,14.03521,14.377807,14.832636,12.875607,13.361467,10.297793,13.058967,13.143945,13.270735,12.828526,12.963263,13.226426,13.145252,14.955485,12.92922,11.960774,14.177402,13.114578,13.339681,13.17866,14.585955,14.553552,11.464105,15.973788,13.896987,12.578763,12.622651,13.683981,12.706171,14.494114,13.171665,15.706004,14.465578,14.725417,16.218744,13.037599,14.685727,14.372661,12.629853,12.560919
11.752352,13.88077,11.973377,12.889061,11.776342,0.0,10.898212,13.585355,12.894458,10.484831,7.596221,13.825272,12.04899,12.920131,11.858368,13.189839,10.436224,12.733626,13.312482,10.804877,11.487941,13.257285,13.634251,11.359772,12.276064,12.609056,11.233969,11.499129,12.394538,12.078474,10.999442,10.232216,11.487429,12.743644,12.961433,11.007589,12.154072,11.758924,12.644828,9.772117,12.90043,11.717331,12.713943,12.742383,11.829805,12.185507,13.017824,12.71584,13.136491,12.898859,12.584152,11.710002,12.062038,11.955215,12.225187,12.59479,11.595789,13.146742,14.922703,13.547137,12.796138,11.100852,12.533574,10.74452,12.437621,12.982628,13.66653,14.016856,12.365896,10.416085,12.472589,12.897957,12.949898,13.608685,14.012246,13.540832,11.775244,12.672814,12.369368,12.151359,11.241889,13.938217,11.491968,11.725984,10.814241,11.1668,13.344361,10.47884,11.533035,12.594405,11.127011,11.693273,11.307849,12.933722,12.897679,11.419757,15.171897,12.18566,12.228189,11.162061,14.690998,12.651948,13.345404,11.080496,13.27809,12.285047,14.551558,15.736036,12.470164,14.060991,12.775708,12.364412,12.446024
10.13745,12.250514,11.997871,11.800943,12.088765,10.898212,0.0,11.778143,11.7153,10.314357,11.477815,12.643827,11.59358,12.425244,10.349915,11.355021,8.292532,10.913312,11.236352,9.177779,10.685276,11.342277,10.983705,8.938386,11.606194,10.201585,9.6200695,8.733602,12.470804,10.968267,9.673967,9.513952,10.417168,9.787243,10.9473095,10.694006,11.473255,9.339128,10.49439,9.533062,11.895251,9.982103,10.722688,9.9785385,9.956598,10.992401,12.482109,12.060628,11.72774,9.831113,11.302282,9.968368,10.092152,10.985388,10.768613,10.389755,9.909923,12.993978,12.083069,11.018396,10.545104,9.960449,10.890537,9.668664,10.239084,10.606631,12.298033,12.148123,11.984725,11.376273,11.963713,10.138262,11.784954,10.857922,12.085045,11.800529,12.458071,10.884518,12.220555,10.808225,12.470311,12.2789,9.863102,10.876393,10.439877,10.37615,11.243842,9.688586,10.701661,10.499878,11.104701,10.058335,9.819546,11.383167,10.5823765,11.835776,13.725118,11.384094,10.764785,11.21158,13.505407,12.767157,12.230724,10.297117,10.772809,10.175495,12.123782,13.941086,11.608582,12.688823,11.702324,12.685752,12.56022
8.404933,10.247891,11.087513,7.5877886,11.907713,13.585355,11.778143,0.0,8.490836,14.539968,12.487294,13.068318,10.111254,9.326308,10.701258,8.857428,12.339746,12.205327,10.755936,11.615498,11.539561,8.794115,10.683388,12.275774,11.63157,10.952451,11.067104,10.543483,9.986182,11.766008,12.281124,10.9212,13.1012535,12.087699,9.730489,12.30586,12.597156,11.744734,9.752763,13.012542,12.44099,11.251483,10.138757,11.553346,10.240447,9.16697,15.110309,13.133402,14.657461,12.202812,13.052946,12.556323,11.706515,12.024731,10.647599,10.566504,11.68586,15.846156,14.915216,9.936432,10.211383,12.328208,10.979446,11.408718,13.457801,13.053502,8.032103,12.670842,12.777169,12.374555,14.132069,13.649875,11.977467,11.560222,11.839293,12.689324,14.213894,11.231883,10.29128,12.053171,13.837417,10.976467,11.961114,12.61524,12.965817,12.432204,13.254843,11.74245,12.1093855,13.351404,13.559145,12.37735,12.6955,15.026968,14.839375,12.174507,15.699824,14.165589,12.533483,12.268374,12.370102,13.988113,14.889486,12.479364,14.581804,14.314149,13.636887,16.097511,13.489176,13.479555,14.20487,12.532024,13.917196
10.734839,8.844781,10.190625,7.790566,10.892773,12.894458,11.7153,8.490836,0.0,13.989598,11.843853,11.417901,6.669769,4.6324587,11.130988,9.588329,12.131296,11.578834,12.020708,11.305882,10.888808,8.316171,11.11686,12.05948,11.67449,11.548857,11.053517,11.109044,7.074322,11.703216,11.933165,11.189351,12.602628,12.263032,9.858051,12.083004,12.576872,11.809224,9.94659,13.104216,12.897052,11.936162,10.079948,11.873243,11.12029,8.872329,15.549925,13.239106,14.588224,12.171166,13.141392,12.368307,12.645085,12.636303,11.88408,10.31957,11.694079,15.702377,15.139338,10.06687,9.835088,12.567643,11.114754,11.371251,12.752357,12.662132,9.947027,12.385044,12.834242,12.370212,14.146595,13.945724,12.412944,12.446958,12.512731,13.075451,14.206954,11.419378,10.34121,12.500322,13.943076,11.597129,12.307246,12.573102,13.028404,12.712017,13.875768,11.987332,11.894518,13.809426,13.350842,12.186089,12.643252,14.482851,14.525479,11.774218,15.814953,14.363669,12.446514,12.704269,13.722839,13.251876,14.889888,12.459036,14.420634,13.738064,13.840574,15.924308,13.319681,13.268585,13.780331,12.086695,13.35907
12.785801,13.979803,11.599695,13.899945,12.328664,10.484831,10.314357,14.539968,13.989598,0.0,12.564235,13.027965,13.57525,14.186089,12.284185,13.963868,9.794251,11.716779,13.849886,11.217906,11.892114,13.816276,13.671884,10.89557,13.045278,13.029925,12.397552,11.938421,14.610542,13.683111,12.16228,11.621265,12.778969,12.901428,13.147113,12.273814,12.923764,12.468766,12.907243,9.4486685,14.530537,12.569939,13.54753,12.820451,13.339593,13.21453,12.298297,13.480659,11.674693,12.621832,10.407902,11.776203,12.291107,13.144635,13.125749,12.408647,11.73146,11.896128,13.102683,14.044793,13.649356,12.487827,13.020556,11.859338,12.86677,12.558561,14.530659,14.830211,12.962026,13.440926,12.1604395,12.701332,13.860897,14.486272,14.878802,14.457131,13.795897,13.257615,14.069279,13.24151,13.967426,14.902564,12.543603,12.311244,11.545153,12.590266,13.112429,11.286305,12.846906,13.24037,11.826232,12.326649,12.486159,11.621859,11.797848,13.23358,13.85886,12.750512,13.156205,13.120657,15.049754,13.658635,13.44088,12.120552,12.488932,12.063141,14.966177,15.208353,13.593301,14.51114,13.070329,13.242154,13.787948
