0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
12.322245,13.541052,11.411918,11.896129,11.23462,7.596221,11.477815,12.487294,11.843853,12.564235,0.0,14.285541,11.304532,11.870872,10.0611105,11.809381,10.494482,11.063022,11.550895,10.151184,10.30801,12.370231,13.282734,11.249203,10.982335,12.789494,9.755154,11.017637,11.136167,10.361236,9.59586,9.297918,10.624411,11.395375,10.930286,10.0270405,10.461743,10.659258,10.898866,10.617225,10.788096,10.460221,11.593904,11.120558,10.660807,12.148075,13.664449,10.893036,14.211348,12.530079,13.269631,10.770995,12.081117,11.075234,10.702034,10.985361,10.816758,14.189291,14.880937,12.854137,12.687111,11.804215,10.900363,9.657707,11.9070635,12.737748,13.239208,13.771997,10.880319,8.320746,12.141971,12.814353,11.258742,12.151792,12.621321,12.379272,12.423682,11.271906,11.886781,10.02521,10.851093,13.302032,11.735734,11.754786,9.99539,9.51478,13.298772,10.468633,10.241647,12.726439,10.910182,11.606633,11.281137,13.690318,12.958662,9.351246,15.079361,12.175518,11.45243,10.578049,14.382098,11.295601,12.718214,9.975747,13.836252,13.023259,13.708244,16.07554,11.253728,14.248471,12.181331,10.83447,11.865686
11.5665245,8.45496,13.1403265,13.420332,14.018375,13.825272,12.643827,13.068318,11.417901,13.027965,14.285541,0.0,10.611477,11.38167,14.577531,13.6993475,13.510452,14.767402,14.725824,13.804216,14.118283,12.887463,12.382822,13.031874,14.293436,12.0834875,14.369011,13.039956,12.125852,14.70801,14.512005,12.982487,14.898228,14.170118,14.098552,14.175552,15.061051,13.891076,13.872639,12.230562,15.481554,14.058516,13.455937,14.930413,14.026824,13.14775,13.5468,15.649163,12.817903,12.8659,12.22201,14.075241,13.756703,15.036342,14.819139,13.836484,13.20134,13.486516,14.343513,13.622439,13.3456135,13.649758,14.696329,14.188548,14.786399,14.866852,13.279944,14.513943,15.085864,15.126086,14.110687,14.125565,15.209555,14.8596735,15.45496,15.471176,14.489473,14.943947,12.741278,15.227319,14.40059,14.21417,13.2402115,13.585862,14.916826,15.029764,14.264353,13.570932,14.28891,14.628324,14.55363,13.62051,14.347158,13.758673,13.670501,15.109902,14.512295,13.895507,14.980683,14.316827,14.550449,14.849509,14.420614,14.706711,14.306514,14.252519,14.895413,15.168677,15.224343,13.257023,14.931005,15.420055,14.774621
10.38185,9.537515,9.921156,9.311337,10.561935,12.04899,11.59358,10.111254,6.669769,13.57525,11.304532,10.611477,0.0,6.378929,11.788973,10.145512,12.15406,11.861118,12.519174,11.419579,11.619598,10.019521,10.830127,11.762298,12.00172,11.470783,11.757998,11.568454,7.243827,12.133074,12.161795,11.141929,13.274079,12.755641,11.006344,11.68154,13.037057,11.919268,11.100813,12.521462,13.229224,12.4655695,10.759567,12.514263,11.224843,10.32403,14.70723,13.7479315,13.848793,11.966622,12.52219,13.031197,13.168778,12.768927,12.965321,11.422106,11.919525,15.337694,14.9070425,11.415658,10.921619,12.67939,12.033752,11.646973,13.53573,13.558379,10.5248785,13.098727,13.433255,12.572953,13.706307,13.648665,12.772338,13.186323,13.434949,13.785732,13.003507,12.592288,9.510987,13.290752,12.991342,12.421281,12.006682,12.865857,13.581701,13.179004,14.130689,11.767856,11.93553,13.925044,13.3183975,12.518719,12.781894,14.168066,14.461963,11.977644,15.564285,13.608058,13.187042,12.17688,13.328974,13.123609,14.556046,13.03393,14.735553,13.965605,13.88973,15.872846,13.42075,13.420322,13.973805,12.8464575,13.0699835
11.124158,9.53091,10.317462,8.173,10.873474,12.920131,12.425244,9.326308,4.6324587,14.186089,11.870872,11.38167,6.378929,0.0,11.323722,9.9681,12.167075,11.119759,12.318669,11.854478,10.573699,8.75883,10.958111,12.41377,12.100291,11.816929,11.711017,11.730286,7.3011994,12.248848,12.659246,11.836869,13.312154,12.786063,10.553302,12.426313,12.206354,12.469204,10.513038,13.388114,13.2042,12.6987095,10.429549,12.068547,11.583803,9.882081,15.805487,12.936965,14.933913,12.896432,13.454329,12.778708,12.888046,13.351167,12.40023,10.950439,12.273129,16.04904,15.833315,11.2231245,10.847284,13.074194,11.577546,11.583562,13.098752,13.096985,10.087705,13.087627,13.246227,12.822265,14.240378,14.715484,12.80302,13.326854,13.167628,13.812331,14.399393,11.961106,10.958909,12.768943,14.33847,11.913891,12.95399,12.962798,13.20891,12.944562,14.422572,12.404824,12.457277,14.18242,13.617124,12.697305,13.16688,14.927626,15.147351,12.260718,16.486465,15.198117,13.0745325,13.25742,13.905539,13.7781,15.371244,12.720465,14.896109,14.321933,14.705927,16.486624,14.344463,13.912277,14.266136,12.437548,13.581917
11.918318,13.045247,11.041806,10.584721,11.701703,11.858368,10.349915,10.701258,11.130988,12.284185,10.0611105,14.577531,11.788973,11.323722,0.0,10.521855,9.785814,9.082085,7.6263,8.958063,10.254775,10.84489,12.216372,10.292213,10.167508,11.8002,8.063223,8.933807,11.742194,8.251176,8.932382,8.78394,9.943984,10.35828,7.794382,8.739365,9.592838,9.423716,7.8399734,11.57301,9.338876,9.785735,9.156404,8.945054,9.984976,11.193304,13.276432,10.506054,13.500494,10.708027,12.959228,10.357128,9.048422,9.339227,8.268626,8.869163,9.1791315,13.465655,14.036637,11.617134,11.911571,12.260333,8.0804205,8.19491,12.08635,11.770821,11.931298,12.756858,9.288869,10.0155325,11.679417,11.419144,10.078181,8.971888,8.34419,9.364504,13.246099,8.924331,12.197957,9.367104,12.065063,12.064943,11.161919,11.150488,9.808516,9.537659,10.670317,10.280446,9.618289,11.873479,9.583468,9.706973,10.201077,12.551449,13.013913,8.385217,13.888276,12.403598,8.990764,10.755808,14.12787,11.651252,12.783032,9.689068,12.975772,12.60421,11.714451,15.89451,12.162628,13.454939,11.079797,9.296596,12.626217
10.302369,11.5045,10.424867,9.124179,11.117349,13.189839,11.355021,8.857428,9.588329,13.963868,11.809381,13.6993475,10.145512,9.9681,10.521855,0.0,10.731265,10.952085,11.131039,11.103881,10.275562,9.731933,10.661946,11.852825,10.940964,10.476604,10.338813,10.397661,10.529082,10.985596,10.97167,10.747304,12.481791,11.538525,9.417357,11.533382,11.958248,11.197349,9.541591,12.50557,11.964143,10.742609,9.561054,11.412001,10.6254635,10.466204,14.577892,12.774211,14.913782,11.539626,12.619088,11.537995,12.42476,11.353058,11.240582,10.437805,11.0822935,15.337015,14.5068245,10.972339,11.316723,11.862318,11.293512,10.934111,12.127445,12.100879,10.467128,12.835424,12.539374,12.149472,13.607967,13.186558,12.175246,12.222341,12.478409,12.761859,13.566636,11.704795,10.183048,11.922669,13.443399,12.391136,12.864481,12.378073,12.4027815,12.084228,13.517783,11.092359,11.407116,12.764002,13.001747,12.143638,11.762923,14.730106,14.094299,10.99207,15.704523,12.906236,11.744475,12.0158825,13.333875,13.655731,13.347856,11.686431,13.679831,13.393563,12.8493395,16.345676,12.774527,13.203495,13.171326,12.194159,12.74928
11.346855,13.414609,12.013164,12.25097,12.1822405,10.436224,8.292532,12.339746,12.131296,9.794251,10.494482,13.510452,12.15406,12.167075,9.785814,10.731265,0.0,9.67719,10.55072,9.449989,8.74768,11.595921,12.613638,9.848296,10.769492,10.488039,9.46011,9.390825,12.279887,10.467019,9.008041,10.130397,10.334497,9.878329,10.403001,10.509169,9.489451,9.801407,9.783395,9.329729,11.3879595,9.943217,10.429644,9.634381,10.4086,11.033254,13.028978,10.748389,12.913459,10.2600565,10.9610815,9.191494,9.785819,11.086902,10.621548,10.108381,9.907927,12.546842,13.323363,11.6139345,11.411843,10.472934,11.146383,9.357071,9.567725,10.094296,12.68621,12.369495,11.774016,10.624337,11.784517,11.350079,11.724129,11.577601,12.030869,11.239767,12.527013,10.637633,12.736523,9.658225,12.830901,12.687035,11.21868,10.876099,8.987421,9.834254,11.539171,9.4691725,10.820995,10.918686,10.375003,9.435024,10.140489,11.948316,10.649957,11.341161,14.347408,11.98143,10.336338,12.057493,13.883031,13.502196,12.010483,9.09532,11.214609,10.287726,12.551271,15.439105,12.451309,13.367699,11.893025,11.97127,12.513358
13.352842,13.771616,10.664422,10.280442,11.725267,12.733626,10.913312,12.205327,11.578834,11.716779,11.063022,14.767402,11.861118,11.119759,9.082085,10.952085,9.67719,0.0,10.497709,9.575538,8.671093,11.14878,12.105392,10.990007,11.613404,12.823965,10.438481,11.80105,12.058939,11.498162,10.827491,11.60095,11.865282,11.115375,9.903508,11.661001,8.409884,10.8087015,9.549656,12.5445175,11.536425,11.325708,11.459522,7.0945215,10.808603,11.2936,14.821019,9.492433,15.123121,13.105878,13.921121,10.098981,12.252298,11.701708,11.150627,9.960984,11.364386,15.715028,15.033944,12.02613,12.540653,12.54751,9.751869,10.121472,11.360902,10.871361,11.996193,13.59522,12.299269,11.454098,12.735693,13.391963,11.400072,11.961165,12.159599,12.60004,14.338958,10.203,12.093406,8.743794,14.111713,12.730221,13.754138,11.746257,9.436167,9.605688,13.52196,11.337111,11.267365,12.738331,11.896347,11.723972,11.898933,14.394188,13.360153,11.447291,16.147127,13.9681635,12.152525,12.6777115,14.555708,13.537124,14.145237,8.932891,12.803337,12.787599,14.349672,16.440193,13.1288595,14.493467,12.51059,12.0476675,13.735277
12.456906,13.203722,12.774972,11.698137,13.229293,13.312482,11.236352,10.755936,12.020708,13.849886,11.550895,14.725824,12.519174,12.318669,7.6263,11.131039,10.55072,10.497709,0.0,10.490498,11.271902,11.466635,12.903333,11.332277,11.379372,12.229956,9.281553,10.170995,12.636295,8.542886,9.774373,10.438242,10.523654,10.673825,8.293696,10.756092,10.54771,10.132863,8.025396,12.158265,9.7316065,10.329972,9.524388,10.153164,10.321814,11.832515,13.843026,10.941774,14.415678,11.240995,13.687121,11.138675,7.593408,10.204161,8.620847,9.480044,10.454955,14.495963,14.216144,11.768161,12.658924,13.086518,9.688358,9.257795,12.476035,12.185703,12.128109,12.819403,10.63514,10.2193165,11.987025,11.791835,10.540187,8.873324,8.002229,9.074422,14.167721,8.928564,12.827455,10.064472,12.643162,12.528844,11.784691,11.006339,10.830275,10.027432,10.158946,10.53667,9.727026,12.207076,10.576571,9.791703,10.685098,13.578902,13.525548,9.360969,13.795676,12.637945,9.8634,11.215313,14.135317,12.495387,13.101872,10.230526,13.259726,12.679627,11.543477,16.2116,12.677311,13.476559,10.730343,9.946404,13.395542
11.383635,13.0680685,11.162466,10.882974,11.225224,10.804877,9.177779,11.615498,11.305882,11.217906,10.151184,13.804216,11.419579,11.854478,8.958063,11.103881,9.449989,9.575538,10.490498,0.0,10.354816,10.292042,12.086372,7.8225293,10.241776,10.425821,9.332504,8.696128,11.309995,10.498382,9.199051,8.318596,11.005399,11.232518,9.671227,9.479835,10.960206,9.52617,9.312458,10.21597,10.468336,10.108438,10.723924,9.79236,10.414382,10.169981,12.881055,11.469338,13.116067,11.353212,11.46557,9.078328,10.1439705,9.5571,9.783723,9.421328,8.370029,13.872547,13.772506,11.029191,10.450272,10.616494,8.542537,9.376131,11.156778,11.187253,11.432338,12.818028,10.452052,10.993637,11.752195,10.787828,11.16806,11.073616,11.671442,11.714754,12.3476305,9.831442,11.865201,9.826283,11.671475,11.141187,10.117475,9.545244,9.527431,9.143568,11.710952,9.270506,9.259648,10.4805765,10.354815,10.1266985,8.952303,12.233054,12.34214,10.158109,14.369706,11.016493,10.438669,9.55307,13.741016,10.384882,11.943031,9.60333,12.448908,11.484098,12.707701,14.777873,10.532692,12.280363,11.504836,10.960724,11.719185
12.321066,13.296516,10.788247,9.84814,11.287719,11.487941,10.685276,11.539561,10.888808,11.892114,10.30801,14.118283,11.619598,10.573699,10.254775,10.275562,8.74768,8.671093,11.271902,10.354816,0.0,10.049328,11.908225,11.093877,10.730538,11.370304,10.084814,10.599657,11.189022,10.973755,11.047253,11.312101,11.777654,11.665192,9.925755,11.862391,9.089025,11.42,9.913713,12.070529,12.525734,11.559797,10.732485,10.346448,10.99578,10.562039,14.739247,10.671574,14.830544,12.132499,12.777929,10.167997,12.052736,12.308626,11.582369,10.130191,11.2623,14.823738,15.120277,11.666714,11.917311,9.900369,11.197025,10.469541,8.662816,8.940879,11.496032,11.503634,12.170452,11.663812,13.240759,13.742258,12.686422,12.570263,12.649226,12.578695,13.743437,11.041912,11.972286,10.095825,13.8887005,11.660722,13.352939,11.867353,10.189447,10.568325,13.546864,11.964722,12.284804,12.832173,11.841652,11.344192,12.282441,14.369895,12.941734,11.098989,15.921041,13.85961,11.556783,12.537652,13.866242,13.520436,14.055622,9.649148,12.405609,11.774212,14.391159,15.706577,13.236613,13.810294,12.998954,11.844441,12.360222
10.733196,10.724903,10.31215,7.987411,11.635868,13.257285,11.342277,8.794115,8.316171,13.816276,12.370231,12.887463,10.019521,8.75883,10.84489,9.731933,11.595921,11.14878,11.466635,10.292042,10.049328,0.0,10.998466,11.284454,10.477694,9.830791,10.75214,10.164246,9.696815,11.485251,11.24735,11.495158,12.3139305,12.00133,8.735584,11.963821,12.578779,11.665228,8.9848585,12.711343,12.779756,11.61938,9.78115,11.671571,11.130247,7.274993,15.14606,13.04403,14.717618,11.931919,12.712081,11.1089525,11.701216,12.066883,11.374482,9.346628,10.540845,15.624203,14.969431,8.394926,8.539022,11.78844,10.754011,11.67894,11.852467,12.352167,8.707643,10.162721,12.84629,12.376624,14.052883,13.395493,12.404391,11.580545,12.023411,12.5375185,14.716123,10.94419,11.075251,11.862878,14.319853,9.715186,12.287731,11.737129,12.292318,12.407106,13.379036,11.886939,12.230378,13.248383,13.519464,11.387419,12.073917,14.380578,14.082488,12.056722,15.914983,13.868838,11.464595,13.051312,12.613845,13.870646,14.174144,11.742554,13.926003,13.033414,13.466072,15.7336645,13.662967,12.115514,13.580561,13.050176,12.995927
10.401938,11.328224,10.587646,10.73439,12.521052,13.634251,10.983705,10.683388,11.11686,13.671884,13.282734,12.382822,10.830127,10.958111,12.216372,10.661946,12.613638,12.105392,12.903333,12.086372,11.908225,10.998466,0.0,11.707547,13.219912,11.385472,11.731179,12.279065,11.831966,12.657193,12.995108,12.037563,13.862217,12.756247,11.947117,12.954665,12.9610815,12.672565,11.762059,13.310864,13.610594,12.784191,11.919574,12.296374,11.964847,11.439698,14.843364,13.519613,12.829481,11.385028,12.906013,13.623853,13.376775,13.627562,12.773193,11.822254,12.448165,14.878312,13.697216,12.441216,12.240807,13.210449,12.459062,12.340151,14.0086355,13.571351,11.297861,12.979771,14.372587,13.283286,13.925115,12.847135,13.500516,13.379698,13.67721,13.826997,14.765235,12.588432,11.504115,13.564496,14.446561,13.136795,13.116237,13.753074,14.072106,13.320508,13.388043,12.5316515,13.460492,13.426468,14.21181,13.00811,13.401279,14.374037,13.894889,13.269204,15.026295,14.374329,13.92176,13.641391,13.8952465,14.399359,14.663264,12.986744,13.434316,13.926251,13.456961,14.976366,14.848654,12.825371,14.0117855,14.176892,14.849581
